"ProblemID","SubjectID","StartOrder","FirstCorrect","EverCorrect","UsedHint","Attempts","pCorrectForProblem","medAttemptsForProblem","priorPercentCorrect","priorPercentCompleted","priorAttempts","prediction","fold"
"leftoverCandy","S535",125,TRUE,TRUE,FALSE,1,0.725,1,0.8,1,5,TRUE,3
"findRoot","S535",126,TRUE,TRUE,FALSE,1,0.457142857142857,1,0.833333333333333,1,6,FALSE,3
"howManyEggCartons","S535",127,FALSE,TRUE,FALSE,8,0.257142857142857,3,0.857142857142857,1,7,FALSE,3
"kthDigit","S535",135,FALSE,FALSE,TRUE,85,0.181818181818182,3,0.75,1,8,FALSE,3
"nearestBusStop","S535",251,FALSE,TRUE,FALSE,2,0.172413793103448,2,0.666666666666667,0.888888888888889,9,FALSE,3
"overNineThousand","S535",254,TRUE,TRUE,FALSE,1,0.653846153846154,1,0.6,0.9,10,TRUE,3
"hasTwoDigits","S535",255,TRUE,TRUE,FALSE,1,0.384615384615385,2,0.636363636363636,0.909090909090909,11,FALSE,3
"canDrinkAlcohol","S535",257,TRUE,TRUE,FALSE,1,0.291666666666667,2.5,0.666666666666667,0.916666666666667,12,FALSE,3
"isEvenPositiveInt","S535",261,FALSE,TRUE,FALSE,14,0.2,3,0.692307692307692,0.923076923076923,13,FALSE,3
"oneToN","S535",283,FALSE,TRUE,TRUE,11,0.142857142857143,8,0.642857142857143,0.928571428571429,14,FALSE,3
"backwardsCombine","S535",1534,FALSE,TRUE,FALSE,2,0.772727272727273,1,0.6,0.933333333333333,15,TRUE,3
"firstAndLast","S535",1536,FALSE,TRUE,FALSE,2,0.4,2,0.5625,0.9375,16,FALSE,3
"isPunctuation","S535",1538,TRUE,TRUE,FALSE,1,0.0769230769230769,3,0.529411764705882,0.941176470588235,17,FALSE,3
"singlePigLatin","S535",1543,FALSE,TRUE,FALSE,4,0.4,2.5,0.555555555555556,0.944444444444444,18,FALSE,3
"helloWorld","S539",1068,TRUE,TRUE,FALSE,1,0.461538461538462,2,0.5,0.5,0,FALSE,3
"doubleX","S539",1069,TRUE,TRUE,FALSE,1,0.946428571428571,1,1,1,1,TRUE,3
"raiseToPower","S539",1070,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,3
"convertToDegrees","S539",1071,TRUE,TRUE,FALSE,1,0.36734693877551,1,1,1,3,FALSE,3
"findRoot","S539",1072,FALSE,TRUE,FALSE,2,0.457142857142857,1,1,1,4,TRUE,3
"intToFloat","S539",1074,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.8,1,5,TRUE,3
"leftoverCandy","S539",1075,TRUE,TRUE,FALSE,1,0.725,1,0.833333333333333,1,6,TRUE,3
"howManyEggCartons","S539",1076,FALSE,TRUE,FALSE,2,0.257142857142857,3,0.857142857142857,1,7,FALSE,3
"kthDigit","S539",1078,FALSE,TRUE,TRUE,6,0.181818181818182,3,0.75,1,8,FALSE,3
"nearestBusStop","S539",1085,FALSE,TRUE,FALSE,6,0.172413793103448,2,0.666666666666667,1,9,FALSE,3
"overNineThousand","S539",1091,TRUE,TRUE,FALSE,1,0.653846153846154,1,0.6,1,10,TRUE,3
"hasTwoDigits","S539",1093,FALSE,TRUE,TRUE,3,0.384615384615385,2,0.636363636363636,1,11,FALSE,3
"canDrinkAlcohol","S539",1100,FALSE,TRUE,FALSE,6,0.291666666666667,2.5,0.583333333333333,1,12,FALSE,3
"isEvenPositiveInt","S539",1106,FALSE,FALSE,TRUE,13,0.2,3,0.538461538461538,1,13,FALSE,3
"helloWorld","S608",23,TRUE,TRUE,FALSE,1,0.461538461538462,2,0.5,0.5,0,FALSE,3
"doubleX","S608",24,TRUE,TRUE,FALSE,1,0.946428571428571,1,1,1,1,TRUE,3
"raiseToPower","S608",26,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,3
"convertToDegrees","S608",27,FALSE,TRUE,FALSE,3,0.36734693877551,1,1,1,3,FALSE,3
"findRoot","S608",30,TRUE,TRUE,FALSE,1,0.457142857142857,1,0.75,1,4,FALSE,3
"intToFloat","S608",31,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.8,1,5,TRUE,3
"leftoverCandy","S608",32,TRUE,TRUE,FALSE,1,0.725,1,0.833333333333333,1,6,TRUE,3
"howManyEggCartons","S608",33,FALSE,TRUE,FALSE,3,0.257142857142857,3,0.857142857142857,1,7,FALSE,3
"kthDigit","S608",39,FALSE,TRUE,FALSE,5,0.181818181818182,3,0.75,1,8,FALSE,3
"nearestBusStop","S608",47,FALSE,FALSE,FALSE,1,0.172413793103448,2,0.666666666666667,1,9,FALSE,3
"overNineThousand","S608",48,TRUE,TRUE,FALSE,1,0.653846153846154,1,0.6,0.9,10,TRUE,3
"hasTwoDigits","S608",49,FALSE,FALSE,FALSE,7,0.384615384615385,2,0.636363636363636,0.909090909090909,11,FALSE,3
"helloWorld","S658",316,TRUE,TRUE,FALSE,1,0.461538461538462,2,0.5,0.5,0,FALSE,3
"doubleX","S658",317,TRUE,TRUE,FALSE,1,0.946428571428571,1,1,1,1,TRUE,3
"raiseToPower","S658",321,TRUE,TRUE,FALSE,1,0.882352941176471,1,1,1,2,TRUE,3
"oneToN","S658",324,TRUE,TRUE,FALSE,1,0.142857142857143,8,1,1,3,FALSE,3
"canDrinkAlcohol","S658",388,TRUE,TRUE,FALSE,1,0.291666666666667,2.5,1,1,4,FALSE,3
"helloWorld","S014",1484,FALSE,TRUE,FALSE,2,0.515151515151515,1,0.5,0.5,0,FALSE,4
"doubleX","S014",1486,TRUE,TRUE,FALSE,1,0.949152542372881,1,0,1,1,TRUE,4
"raiseToPower","S014",1487,TRUE,TRUE,FALSE,1,0.867924528301887,1,0.5,1,2,TRUE,4
"convertToDegrees","S014",1488,FALSE,TRUE,FALSE,2,0.38,1,0.666666666666667,1,3,FALSE,4
"isPunctuation","S014",1490,FALSE,TRUE,TRUE,2,0.125,3,0.5,1,4,FALSE,4
"findRoot","S014",1493,FALSE,FALSE,FALSE,3,0.486486486486487,1,0.4,1,5,FALSE,4
"intToFloat","S014",2405,TRUE,TRUE,FALSE,1,0.902439024390244,1,0.333333333333333,0.833333333333333,6,TRUE,4
"leftoverCandy","S014",2409,FALSE,TRUE,FALSE,2,0.780487804878049,1,0.428571428571429,0.857142857142857,7,TRUE,4
"howManyEggCartons","S014",2412,FALSE,FALSE,TRUE,13,0.27027027027027,2,0.375,0.875,8,FALSE,4
"kthDigit","S014",2437,FALSE,FALSE,TRUE,3,0.181818181818182,3,0.333333333333333,0.777777777777778,9,FALSE,4
"canDrinkAlcohol","S023",1351,FALSE,FALSE,FALSE,3,0.384615384615385,2.5,0.5,0.5,0,FALSE,4
"helloWorld","S053",2245,TRUE,TRUE,FALSE,1,0.515151515151515,1,0.5,0.5,0,FALSE,4
"doubleX","S053",2246,TRUE,TRUE,FALSE,1,0.949152542372881,1,1,1,1,TRUE,4
"raiseToPower","S053",2247,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,4
"convertToDegrees","S053",2248,FALSE,TRUE,FALSE,2,0.38,1,1,1,3,FALSE,4
"isPunctuation","S053",2253,FALSE,FALSE,TRUE,5,0.125,3,0.75,1,4,FALSE,4
"findRoot","S053",2269,FALSE,TRUE,FALSE,3,0.486486486486487,1,0.6,0.8,5,FALSE,4
"intToFloat","S053",2273,FALSE,TRUE,TRUE,2,0.902439024390244,1,0.5,0.833333333333333,6,TRUE,4
"leftoverCandy","S053",2277,FALSE,TRUE,FALSE,2,0.780487804878049,1,0.428571428571429,0.857142857142857,7,TRUE,4
"howManyEggCartons","S053",2279,FALSE,FALSE,TRUE,8,0.27027027027027,2,0.375,0.875,8,FALSE,4
"kthDigit","S053",2289,FALSE,TRUE,FALSE,4,0.181818181818182,3,0.333333333333333,0.777777777777778,9,FALSE,4
"nearestBusStop","S053",2293,FALSE,TRUE,TRUE,2,0.166666666666667,2,0.3,0.8,10,FALSE,4
"backwardsCombine","S053",2296,TRUE,TRUE,FALSE,1,0.772727272727273,1,0.272727272727273,0.818181818181818,11,TRUE,4
"firstAndLast","S053",2298,TRUE,TRUE,FALSE,1,0.4,2,0.333333333333333,0.833333333333333,12,FALSE,4
"singlePigLatin","S053",2299,FALSE,TRUE,TRUE,8,0.4,2,0.384615384615385,0.846153846153846,13,FALSE,4
"overNineThousand","S053",2308,TRUE,TRUE,FALSE,1,0.678571428571429,1,0.357142857142857,0.857142857142857,14,TRUE,4
"hasTwoDigits","S053",2309,TRUE,TRUE,FALSE,1,0.379310344827586,2,0.4,0.866666666666667,15,FALSE,4
"canDrinkAlcohol","S053",2310,FALSE,TRUE,FALSE,2,0.384615384615385,2.5,0.4375,0.875,16,FALSE,4
"isEvenPositiveInt","S053",2312,FALSE,TRUE,TRUE,18,0.181818181818182,3.5,0.411764705882353,0.882352941176471,17,FALSE,4
"oneToN","S053",2333,FALSE,TRUE,TRUE,9,0.208333333333333,7,0.388888888888889,0.888888888888889,18,FALSE,4
"raiseToPower","S089",1694,TRUE,TRUE,FALSE,1,0.867924528301887,1,0.5,0.5,0,TRUE,4
"convertToDegrees","S089",1695,FALSE,FALSE,TRUE,2,0.38,1,1,1,1,FALSE,4
"isPunctuation","S089",1698,FALSE,FALSE,FALSE,2,0.125,3,0.5,0.5,2,FALSE,4
"intToFloat","S089",1699,TRUE,TRUE,FALSE,1,0.902439024390244,1,0.333333333333333,0.333333333333333,3,TRUE,4
"leftoverCandy","S089",1700,TRUE,TRUE,FALSE,1,0.780487804878049,1,0.5,0.5,4,TRUE,4
"howManyEggCartons","S089",1701,FALSE,FALSE,TRUE,10,0.27027027027027,2,0.6,0.6,5,FALSE,4
"kthDigit","S089",1712,FALSE,FALSE,FALSE,3,0.181818181818182,3,0.5,0.5,6,FALSE,4
"nearestBusStop","S089",1715,FALSE,FALSE,FALSE,2,0.166666666666667,2,0.428571428571429,0.428571428571429,7,FALSE,4
"backwardsCombine","S089",1717,FALSE,TRUE,FALSE,5,0.772727272727273,1,0.375,0.375,8,TRUE,4
"firstAndLast","S089",1722,FALSE,FALSE,TRUE,25,0.4,2,0.333333333333333,0.444444444444444,9,FALSE,4
"singlePigLatin","S089",1867,FALSE,FALSE,TRUE,3,0.4,2,0.3,0.4,10,FALSE,4
"overNineThousand","S089",1871,TRUE,TRUE,FALSE,1,0.678571428571429,1,0.272727272727273,0.363636363636364,11,FALSE,4
"hasTwoDigits","S089",1872,FALSE,FALSE,FALSE,10,0.379310344827586,2,0.333333333333333,0.416666666666667,12,FALSE,4
"canDrinkAlcohol","S089",1882,FALSE,FALSE,FALSE,2,0.384615384615385,2.5,0.307692307692308,0.384615384615385,13,FALSE,4
"isEvenPositiveInt","S089",1884,FALSE,FALSE,FALSE,2,0.181818181818182,3.5,0.285714285714286,0.357142857142857,14,FALSE,4
"helloWorld","S089",1886,TRUE,TRUE,FALSE,1,0.515151515151515,1,0.266666666666667,0.333333333333333,15,FALSE,4
"doubleX","S089",1887,TRUE,TRUE,FALSE,1,0.949152542372881,1,0.3125,0.375,16,TRUE,4
"findRoot","S089",1889,FALSE,FALSE,FALSE,4,0.486486486486487,1,0.352941176470588,0.411764705882353,17,FALSE,4
"helloWorld","S148",971,TRUE,TRUE,FALSE,1,0.515151515151515,1,0.5,0.5,0,FALSE,4
"doubleX","S148",972,TRUE,TRUE,FALSE,1,0.949152542372881,1,1,1,1,TRUE,4
"raiseToPower","S148",973,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,4
"convertToDegrees","S148",1065,FALSE,FALSE,FALSE,2,0.38,1,1,1,3,FALSE,4
"helloWorld","S592",661,TRUE,TRUE,FALSE,1,0.515151515151515,1,0.5,0.5,0,FALSE,4
"doubleX","S592",662,TRUE,TRUE,FALSE,1,0.949152542372881,1,1,1,1,TRUE,4
"raiseToPower","S592",663,TRUE,TRUE,FALSE,1,0.867924528301887,1,1,1,2,TRUE,4
"convertToDegrees","S592",664,TRUE,TRUE,FALSE,1,0.38,1,1,1,3,FALSE,4
"findRoot","S592",665,TRUE,TRUE,FALSE,1,0.486486486486487,1,1,1,4,TRUE,4
"intToFloat","S592",667,TRUE,TRUE,FALSE,1,0.902439024390244,1,1,1,5,TRUE,4
"leftoverCandy","S592",669,TRUE,TRUE,FALSE,1,0.780487804878049,1,1,1,6,TRUE,4
"howManyEggCartons","S592",671,FALSE,TRUE,TRUE,4,0.27027027027027,2,1,1,7,FALSE,4
"kthDigit","S592",677,FALSE,TRUE,FALSE,4,0.181818181818182,3,0.875,1,8,FALSE,4
"nearestBusStop","S592",696,FALSE,TRUE,FALSE,4,0.166666666666667,2,0.777777777777778,1,9,FALSE,4
"helloWorld","S652",666,FALSE,TRUE,FALSE,2,0.515151515151515,1,0.5,0.5,0,FALSE,4
"helloWorld","S659",98,FALSE,FALSE,FALSE,5,0.515151515151515,1,0.5,0.5,0,FALSE,4
"leftoverCandy","S720",843,TRUE,TRUE,FALSE,1,0.780487804878049,1,0.5,0.5,0,TRUE,4
"doubleX","S720",844,TRUE,TRUE,FALSE,1,0.949152542372881,1,1,1,1,TRUE,4
"overNineThousand","S720",845,FALSE,TRUE,FALSE,2,0.678571428571429,1,1,1,2,TRUE,4
"helloWorld","S011",1793,FALSE,TRUE,FALSE,4,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S011",1797,TRUE,TRUE,FALSE,1,0.948275862068966,1,0,1,1,TRUE,5
"raiseToPower","S011",1798,TRUE,TRUE,FALSE,1,0.862745098039216,1,0.5,1,2,TRUE,5
"convertToDegrees","S011",1799,TRUE,TRUE,FALSE,1,0.340425531914894,2,0.666666666666667,1,3,FALSE,5
"isPunctuation","S011",1800,FALSE,FALSE,TRUE,3,0.130434782608696,2,0.75,1,4,FALSE,5
"findRoot","S011",1806,FALSE,FALSE,FALSE,1,0.428571428571429,1,0.6,0.8,5,FALSE,5
"leftoverCandy","S011",1807,TRUE,TRUE,FALSE,1,0.75,1,0.5,0.666666666666667,6,TRUE,5
"intToFloat","S011",1808,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.571428571428571,0.714285714285714,7,TRUE,5
"howManyEggCartons","S011",1809,TRUE,TRUE,FALSE,1,0.194444444444444,3,0.625,0.75,8,FALSE,5
"kthDigit","S011",1810,FALSE,FALSE,FALSE,3,0.15625,4,0.666666666666667,0.777777777777778,9,FALSE,5
"nearestBusStop","S011",1813,FALSE,FALSE,FALSE,2,0.178571428571429,2,0.6,0.7,10,FALSE,5
"backwardsCombine","S011",1815,TRUE,TRUE,FALSE,1,0.714285714285714,1,0.545454545454545,0.636363636363636,11,TRUE,5
"firstAndLast","S011",1816,FALSE,TRUE,TRUE,13,0.421052631578947,2,0.583333333333333,0.666666666666667,12,FALSE,5
"singlePigLatin","S011",1831,FALSE,TRUE,FALSE,2,0.368421052631579,3,0.538461538461538,0.692307692307692,13,FALSE,5
"overNineThousand","S011",1835,TRUE,TRUE,FALSE,1,0.62962962962963,1,0.5,0.714285714285714,14,TRUE,5
"hasTwoDigits","S011",1836,FALSE,TRUE,FALSE,2,0.407407407407407,2,0.533333333333333,0.733333333333333,15,FALSE,5
"canDrinkAlcohol","S011",1838,FALSE,TRUE,FALSE,3,0.4,2,0.5,0.75,16,FALSE,5
"isEvenPositiveInt","S011",1841,TRUE,TRUE,FALSE,1,0.0952380952380952,4,0.470588235294118,0.764705882352941,17,FALSE,5
"oneToN","S011",1850,FALSE,FALSE,FALSE,11,0.19047619047619,7,0.5,0.777777777777778,18,FALSE,5
"helloWorld","S110",1005,TRUE,TRUE,FALSE,1,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S110",1007,TRUE,TRUE,FALSE,1,0.948275862068966,1,1,1,1,TRUE,5
"raiseToPower","S110",1009,TRUE,TRUE,FALSE,1,0.862745098039216,1,1,1,2,TRUE,5
"convertToDegrees","S110",1022,FALSE,TRUE,FALSE,2,0.340425531914894,2,1,1,3,FALSE,5
"isPunctuation","S110",1030,FALSE,FALSE,FALSE,2,0.130434782608696,2,0.75,1,4,FALSE,5
"leftoverCandy","S110",1203,TRUE,TRUE,FALSE,1,0.75,1,0.6,0.8,5,TRUE,5
"intToFloat","S110",1347,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.666666666666667,0.833333333333333,6,TRUE,5
"helloWorld","S132",1436,FALSE,TRUE,FALSE,2,0.538461538461538,1,0.5,0.5,0,FALSE,5
"raiseToPower","S132",1439,TRUE,TRUE,FALSE,1,0.862745098039216,1,0,1,1,TRUE,5
"doubleX","S132",1440,TRUE,TRUE,FALSE,1,0.948275862068966,1,0.5,1,2,TRUE,5
"convertToDegrees","S132",1441,TRUE,TRUE,FALSE,1,0.340425531914894,2,0.666666666666667,1,3,FALSE,5
"isPunctuation","S132",1442,FALSE,FALSE,TRUE,13,0.130434782608696,2,0.75,1,4,FALSE,5
"findRoot","S132",1752,FALSE,FALSE,FALSE,2,0.428571428571429,1,0.6,0.8,5,FALSE,5
"intToFloat","S132",1754,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.5,0.666666666666667,6,TRUE,5
"leftoverCandy","S132",1755,FALSE,TRUE,FALSE,3,0.75,1,0.571428571428571,0.714285714285714,7,TRUE,5
"howManyEggCartons","S132",1759,FALSE,TRUE,FALSE,8,0.194444444444444,3,0.5,0.75,8,FALSE,5
"kthDigit","S132",1853,TRUE,TRUE,FALSE,1,0.15625,4,0.444444444444444,0.777777777777778,9,FALSE,5
"nearestBusStop","S132",1933,FALSE,FALSE,FALSE,1,0.178571428571429,2,0.5,0.8,10,FALSE,5
"backwardsCombine","S132",1934,TRUE,TRUE,FALSE,1,0.714285714285714,1,0.454545454545455,0.727272727272727,11,TRUE,5
"firstAndLast","S132",1935,FALSE,TRUE,FALSE,7,0.421052631578947,2,0.5,0.75,12,FALSE,5
"singlePigLatin","S132",2086,FALSE,FALSE,FALSE,8,0.368421052631579,3,0.461538461538462,0.769230769230769,13,FALSE,5
"overNineThousand","S132",2094,TRUE,TRUE,FALSE,1,0.62962962962963,1,0.428571428571429,0.714285714285714,14,TRUE,5
"hasTwoDigits","S132",2095,FALSE,FALSE,FALSE,3,0.407407407407407,2,0.466666666666667,0.733333333333333,15,FALSE,5
"canDrinkAlcohol","S132",3026,FALSE,TRUE,FALSE,3,0.4,2,0.4375,0.6875,16,FALSE,5
"helloWorld","S347",379,FALSE,TRUE,TRUE,2,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S347",393,TRUE,TRUE,FALSE,1,0.948275862068966,1,0,1,1,TRUE,5
"raiseToPower","S347",394,TRUE,TRUE,FALSE,1,0.862745098039216,1,0.5,1,2,TRUE,5
"convertToDegrees","S347",409,FALSE,TRUE,FALSE,5,0.340425531914894,2,0.666666666666667,1,3,FALSE,5
"findRoot","S347",419,TRUE,TRUE,FALSE,1,0.428571428571429,1,0.5,1,4,FALSE,5
"oneToN","S347",422,FALSE,FALSE,TRUE,16,0.19047619047619,7,0.6,1,5,FALSE,5
"helloWorld","S467",1164,TRUE,TRUE,FALSE,1,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S467",1165,TRUE,TRUE,FALSE,1,0.948275862068966,1,1,1,1,TRUE,5
"raiseToPower","S467",1166,TRUE,TRUE,FALSE,1,0.862745098039216,1,1,1,2,TRUE,5
"convertToDegrees","S467",1167,FALSE,FALSE,FALSE,1,0.340425531914894,2,1,1,3,FALSE,5
"hasTwoDigits","S467",1168,TRUE,TRUE,FALSE,1,0.407407407407407,2,0.75,0.75,4,FALSE,5
"isPunctuation","S467",1171,FALSE,TRUE,FALSE,4,0.130434782608696,2,0.8,0.8,5,FALSE,5
"canDrinkAlcohol","S467",1176,FALSE,TRUE,FALSE,4,0.4,2,0.666666666666667,0.833333333333333,6,FALSE,5
"intToFloat","S467",2885,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.571428571428571,0.857142857142857,7,TRUE,5
"findRoot","S467",2886,TRUE,TRUE,FALSE,1,0.428571428571429,1,0.625,0.875,8,FALSE,5
"leftoverCandy","S467",2887,TRUE,TRUE,FALSE,1,0.75,1,0.666666666666667,0.888888888888889,9,TRUE,5
"howManyEggCartons","S467",2888,TRUE,TRUE,FALSE,1,0.194444444444444,3,0.7,0.9,10,FALSE,5
"kthDigit","S467",2890,FALSE,TRUE,FALSE,2,0.15625,4,0.727272727272727,0.909090909090909,11,FALSE,5
"nearestBusStop","S467",2892,FALSE,TRUE,FALSE,2,0.178571428571429,2,0.666666666666667,0.916666666666667,12,FALSE,5
"overNineThousand","S467",2894,TRUE,TRUE,FALSE,1,0.62962962962963,1,0.615384615384615,0.923076923076923,13,TRUE,5
"isEvenPositiveInt","S467",2895,TRUE,TRUE,FALSE,1,0.0952380952380952,4,0.642857142857143,0.928571428571429,14,FALSE,5
"oneToN","S467",2899,TRUE,TRUE,FALSE,1,0.19047619047619,7,0.666666666666667,0.933333333333333,15,FALSE,5
"backwardsCombine","S467",2901,TRUE,TRUE,FALSE,1,0.714285714285714,1,0.6875,0.9375,16,TRUE,5
"firstAndLast","S467",2902,TRUE,TRUE,FALSE,1,0.421052631578947,2,0.705882352941177,0.941176470588235,17,FALSE,5
"singlePigLatin","S467",2906,TRUE,TRUE,FALSE,1,0.368421052631579,3,0.722222222222222,0.944444444444444,18,FALSE,5
"convertToDegrees","S481",921,FALSE,FALSE,FALSE,2,0.340425531914894,2,0.5,0.5,0,FALSE,5
"helloWorld","S496",209,TRUE,TRUE,FALSE,1,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S496",210,TRUE,TRUE,FALSE,1,0.948275862068966,1,1,1,1,TRUE,5
"raiseToPower","S496",215,TRUE,TRUE,FALSE,1,0.862745098039216,1,1,1,2,TRUE,5
"convertToDegrees","S496",218,TRUE,TRUE,FALSE,1,0.340425531914894,2,1,1,3,FALSE,5
"findRoot","S496",225,TRUE,TRUE,FALSE,1,0.428571428571429,1,1,1,4,FALSE,5
"intToFloat","S496",227,TRUE,TRUE,FALSE,1,0.871794871794872,1,1,1,5,TRUE,5
"leftoverCandy","S496",231,TRUE,TRUE,FALSE,1,0.75,1,1,1,6,TRUE,5
"howManyEggCartons","S496",232,FALSE,TRUE,TRUE,8,0.194444444444444,3,1,1,7,FALSE,5
"kthDigit","S496",249,FALSE,TRUE,FALSE,2,0.15625,4,0.875,1,8,FALSE,5
"nearestBusStop","S496",256,FALSE,TRUE,FALSE,2,0.178571428571429,2,0.777777777777778,1,9,FALSE,5
"overNineThousand","S496",470,TRUE,TRUE,FALSE,1,0.62962962962963,1,0.7,1,10,TRUE,5
"hasTwoDigits","S496",471,FALSE,TRUE,FALSE,7,0.407407407407407,2,0.727272727272727,1,11,FALSE,5
"canDrinkAlcohol","S496",478,FALSE,TRUE,FALSE,2,0.4,2,0.666666666666667,1,12,FALSE,5
"isEvenPositiveInt","S496",480,FALSE,TRUE,FALSE,2,0.0952380952380952,4,0.615384615384615,1,13,FALSE,5
"oneToN","S496",486,FALSE,TRUE,FALSE,2,0.19047619047619,7,0.571428571428571,1,14,FALSE,5
"helloWorld","S654",688,FALSE,TRUE,TRUE,3,0.538461538461538,1,0.5,0.5,0,FALSE,5
"doubleX","S654",695,TRUE,TRUE,FALSE,1,0.948275862068966,1,0,1,1,TRUE,5
"raiseToPower","S654",697,TRUE,TRUE,FALSE,1,0.862745098039216,1,0.5,1,2,TRUE,5
"convertToDegrees","S654",699,TRUE,TRUE,FALSE,1,0.340425531914894,2,0.666666666666667,1,3,FALSE,5
"findRoot","S654",703,TRUE,TRUE,FALSE,1,0.428571428571429,1,0.75,1,4,FALSE,5
"intToFloat","S654",706,TRUE,TRUE,FALSE,1,0.871794871794872,1,0.8,1,5,TRUE,5
"leftoverCandy","S654",707,TRUE,TRUE,FALSE,1,0.75,1,0.833333333333333,1,6,TRUE,5
"howManyEggCartons","S654",708,TRUE,TRUE,FALSE,1,0.194444444444444,3,0.857142857142857,1,7,FALSE,5
"kthDigit","S654",711,FALSE,TRUE,TRUE,3,0.15625,4,0.875,1,8,FALSE,5
"nearestBusStop","S654",732,FALSE,TRUE,TRUE,10,0.178571428571429,2,0.777777777777778,1,9,FALSE,5
"helloWorld","S763",914,FALSE,FALSE,TRUE,5,0.538461538461538,1,0.5,0.5,0,FALSE,5
"helloWorld","S034",1180,FALSE,TRUE,TRUE,4,0.523076923076923,1,0.5,0.5,0,FALSE,6
"doubleX","S034",1186,FALSE,TRUE,TRUE,2,0.96551724137931,1,0,1,1,TRUE,6
"raiseToPower","S034",1189,FALSE,TRUE,TRUE,2,0.903846153846154,1,0,1,2,TRUE,6
"convertToDegrees","S034",1192,FALSE,FALSE,TRUE,3,0.387755102040816,1,0,1,3,FALSE,6
"canDrinkAlcohol","S034",1893,FALSE,TRUE,FALSE,3,0.384615384615385,2,0,0.75,4,FALSE,6
"isEvenPositiveInt","S034",1896,FALSE,FALSE,FALSE,10,0.15,3.5,0,0.8,5,FALSE,6
"helloWorld","S175",2451,TRUE,TRUE,FALSE,1,0.523076923076923,1,0.5,0.5,0,FALSE,6
"doubleX","S175",2454,TRUE,TRUE,FALSE,1,0.96551724137931,1,1,1,1,TRUE,6
"intToFloat","S175",2459,TRUE,TRUE,FALSE,1,0.897435897435897,1,1,1,2,TRUE,6
"backwardsCombine","S175",2460,TRUE,TRUE,FALSE,1,0.714285714285714,1,1,1,3,TRUE,6
"firstAndLast","S175",2461,TRUE,TRUE,FALSE,1,0.368421052631579,2,1,1,4,FALSE,6
"singlePigLatin","S175",2465,FALSE,TRUE,TRUE,6,0.368421052631579,2,1,1,5,FALSE,6
"overNineThousand","S175",2483,FALSE,FALSE,FALSE,1,0.666666666666667,1,0.833333333333333,1,6,TRUE,6
"hasTwoDigits","S175",2487,FALSE,FALSE,TRUE,6,0.37037037037037,2,0.714285714285714,0.857142857142857,7,FALSE,6
"isEvenPositiveInt","S175",2776,FALSE,FALSE,FALSE,3,0.15,3.5,0.625,0.75,8,FALSE,6
"kthDigit","S181",1139,FALSE,FALSE,FALSE,4,0.1875,3,0.5,0.5,0,FALSE,6
"helloWorld","S207",1125,FALSE,TRUE,FALSE,9,0.523076923076923,1,0.5,0.5,0,FALSE,6
"doubleX","S207",1133,TRUE,TRUE,FALSE,1,0.96551724137931,1,0,1,1,TRUE,6
"raiseToPower","S207",1135,TRUE,TRUE,FALSE,1,0.903846153846154,1,0.5,1,2,TRUE,6
"convertToDegrees","S207",1136,FALSE,TRUE,FALSE,2,0.387755102040816,1,0.666666666666667,1,3,FALSE,6
"isPunctuation","S207",1138,FALSE,FALSE,FALSE,1,0.0833333333333333,3,0.5,1,4,FALSE,6
"intToFloat","S207",1152,FALSE,FALSE,FALSE,1,0.897435897435897,1,0.4,0.8,5,TRUE,6
"leftoverCandy","S207",1153,FALSE,TRUE,FALSE,5,0.780487804878049,1,0.333333333333333,0.666666666666667,6,TRUE,6
"helloWorld","S372",829,TRUE,TRUE,FALSE,1,0.523076923076923,1,0.5,0.5,0,FALSE,6
"doubleX","S372",830,TRUE,TRUE,FALSE,1,0.96551724137931,1,1,1,1,TRUE,6
"raiseToPower","S372",831,FALSE,TRUE,FALSE,2,0.903846153846154,1,1,1,2,TRUE,6
"convertToDegrees","S372",833,FALSE,TRUE,FALSE,2,0.387755102040816,1,0.666666666666667,1,3,FALSE,6
"findRoot","S372",835,FALSE,TRUE,FALSE,2,0.459459459459459,1,0.5,1,4,FALSE,6
"intToFloat","S372",837,TRUE,TRUE,FALSE,1,0.897435897435897,1,0.4,1,5,TRUE,6
"leftoverCandy","S372",838,TRUE,TRUE,FALSE,1,0.780487804878049,1,0.5,1,6,TRUE,6
"howManyEggCartons","S372",839,TRUE,TRUE,FALSE,1,0.243243243243243,3,0.571428571428571,1,7,FALSE,6
